;;;EXPIRE DATE;PUT/CALL;STRIKE PRICE;CF BID;CF ASK;IMPLIED VOLTLTY;DELTA;GAMMA;RHO;THETA;VEGA;Time to maturity;;;;;EXPIRE DATE;PUT/CALL;STRiIKE PRICE;CF BID;CF ASK;IMPiLIED VOLTLTY;DELTA;GAMMA;RHO;THETA;VEGA
;;/NDXe1625A9400.U;16/05/2025;C-EU;19400;376.7;381.4;270.575;0.3914;0.0003;60.662;-95.745;20.821;31;;;;/NDXq1625A9400.U;16/05/2025;P-EU;19400;857.3;863.7;267.666;-0.6102;0.0003;-107.062;-75.409;208.399
;;/NDXe1625A9425.U;16/05/2025;C-EU;19425;365.3;370.5;269.188;0.3861;0.0003;59.905;-94.608;208.511;31;;;;/NDXq1625A9425.U;16/05/2025;P-EU;19425;869.8;876.5;266.283;-0.618;0.0003;-108.438;-73.808;208.722
;;/NDXe1625A9450.U;16/05/2025;C-EU;19450;353.9;358.7;26.79;0.3774;0.0003;5.856;-93.378;20.879;31;;;;/NDXq1625A9450.U;16/05/2025;P-EU;19450;882;892.6;264.973;-0.6254;0.0003;-109.765;-72.571;209.028
;;/NDXe1625A9475.U;16/05/2025;C-EU;19475;341;346.1;266.686;0.3721;0.0003;57.794;-92.334;209.091;31;;;;/NDXq1625A9475.U;16/05/2025;P-EU;19475;865;931.6;263.786;-0.6329;0.0003;-111.166;-72.385;209.253
;;/NDXe1625A9500.U;16/05/2025;C-EU;19500;330.2;335.3;265.545;0.3649;0.0003;56.724;-9.121;209.385;31;;;;/NDXq1625A9500.U;16/05/2025;P-EU;19500;911.4;923.4;262.672;-0.6401;0.0003;-11.241;-70.328;209.636
;;/NDXe1625A9525.U;16/05/2025;C-EU;19525;320.9;324.6;264.525;0.3576;0.0003;55.625;-90.013;209.687;31;;;;/NDXq1625A9525.U;16/05/2025;P-EU;19525;896.9;965.7;259.892;-0.6447;0.0003;-113.357;-70.848;209.824
;;/NDXe1625A9550.U;16/05/2025;C-EU;19550;311.1;315.6;263.578;0.3505;0.0003;54.549;-88.973;209.982;31;;;;/NDXq1625A9550.U;16/05/2025;P-EU;19550;938.2;949.5;260.945;-0.6546;0.0003;-115.038;-68.336;210.237
;;/NDXe1625A9575.U;16/05/2025;C-EU;19575;299;303.9;26.275;0.3433;0.0003;53.467;-87.943;210.278;31;;;;/NDXq1625A9575.U;16/05/2025;P-EU;19575;922.3;994.4;260.261;-0.662;0.0003;-116.364;-6.734;21.054
;;/NDXe1625A9600.U;16/05/2025;C-EU;19600;289.3;294.2;261.995;0.3365;0.0003;5.244;-87.164;210.558;31;;;;/NDXq1625A9600.U;16/05/2025;P-EU;19600;969.5;984.5;259.367;-0.6698;0.0003;-117.765;-66.112;210.867
;;/NDXe1625A9625.U;16/05/2025;C-EU;19625;280.8;285.3;261.359;0.3294;0.0003;51.364;-86.218;210.852;31;;;;/NDXq1625A9625.U;16/05/2025;P-EU;19625;978.2;1023.7;258.944;-0.6775;0.0003;-119.148;-64.995;211.187
;;/NDXe1625A9650.U;16/05/2025;C-EU;19650;271.1;275.6;26.046;0.3223;0.0003;50.288;-85.299;211.146;31;;;;/NDXq1625A9650.U;16/05/2025;P-EU;19650;997.8;1011.9;256.943;-0.6842;0.0003;-120.381;-64.399;211.462
;;/NDXe1625A9675.U;16/05/2025;C-EU;19675;260.2;264.9;25.863;0.3151;0.0003;49.191;-84.334;211.445;31;;;;/NDXq1625A9675.U;16/05/2025;P-EU;19675;1011.3;1057.5;255.855;-0.693;0.0003;-121.928;-62.422;180.471
;;/NDXe1625A9700.U;16/05/2025;C-EU;19700;251;255.7;256.887;0.308;0.0003;48.112;-83.274;180.379;31;;;;/NDXq1625A9700.U;16/05/2025;P-EU;19700;1032.3;1047.4;25.346;-0.6996;0.0003;-123.159;-61.089;180.746
;;/NDXe1625A9725.U;16/05/2025;C-EU;19725;243.4;247.8;255.258;0.3013;0.0003;47.094;-81.783;180.656;31;;;;/NDXq1625A9725.U;16/05/2025;P-EU;19725;1018.9;1091;252.053;-0.7021;0.0003;-123.798;-61.931;180.844
;;/NDXe1625A9750.U;16/05/2025;C-EU;19750;233.6;238.1;253.743;0.2943;0.0003;46.028;-80.161;180.946;31;;;;/NDXq1625A9750.U;16/05/2025;P-EU;19750;1060.4;1073.4;249.997;-0.7133;0.0003;-125.695;-58.258;181.319
;;/NDXe1625A9775.U;16/05/2025;C-EU;19775;224.7;229.2;252.368;0.2871;0.0003;44.933;-78.491;181.245;31;;;;/NDXq1625A9775.U;16/05/2025;P-EU;19775;1069.6;1122.3;249.633;-0.7173;0.0003;-126.544;-5.828;181.479
;;/NDXe1625A9800.U;16/05/2025;C-EU;19800;217.6;221.8;251.078;0.2784;0.0002;43.574;-76.687;181.536;31;;;;/NDXq1625A9800.U;16/05/2025;P-EU;19800;1096.8;1109.8;247.505;-0.7286;0.0003;-12.846;-54.857;181.961
;;/NDXe1625A9825.U;16/05/2025;C-EU;19825;209.4;213.6;24.99;0.2733;0.0002;42.822;-7.558;181.818;31;;;;/NDXq1625A9825.U;16/05/2025;P-EU;19825;1103;1153.2;246.683;-0.7315;0.0003;-129.156;-55.306;182.074
;;/NDXe1625A9850.U;16/05/2025;C-EU;19850;200.4;204.8;248.917;0.2664;0.0002;41.756;-74.148;182.108;31;;;;/NDXq1625A9850.U;16/05/2025;P-EU;19850;1120.4;1168.7;246.135;-0.7386;0.0002;-130.466;-53.867;182.372
;;/NDXe1625A9875.U;16/05/2025;C-EU;19875;192.5;196.7;247.906;0.2592;0.0002;40.662;-72.668;182.406;31;;;;/NDXq1625A9875.U;16/05/2025;P-EU;19875;1136.3;1185.8;245.102;-0.7457;0.0002;-131.766;-52.487;182.667
;;/NDXe1625A9900.U;16/05/2025;C-EU;19900;185.1;189.4;247.145;0.2524;0.0002;39.608;-71.343;182.692;31;;;;/NDXq1625A9900.U;16/05/2025;P-EU;19900;1153.8;1203.1;24.426;-0.7527;0.0002;-133.068;-51.131;182.963
;;/NDXe1625A9925.U;16/05/2025;C-EU;19925;178.7;182.7;246.327;0.2458;0.0002;3.86;-70.173;182.964;31;;;;/NDXq1625A9925.U;16/05/2025;P-EU;19925;1171.1;1223.4;243.556;-0.7598;0.0002;-134.376;-49.786;183.261
;;/NDXe1625A9950.U;16/05/2025;C-EU;19950;171.6;175.5;245.757;0.2391;0.0002;37.565;-68.943;183.245;31;;;;/NDXq1625A9950.U;16/05/2025;P-EU;19950;1188.6;1238.3;242.934;-0.7665;0.0002;-135.628;-48.608;183.542
;;/NDXe1625A9975.U;16/05/2025;C-EU;19975;163.6;167.6;245.241;0.2323;0.0002;36.508;-67.677;183.531;31;;;;/NDXq1625A9975.U;16/05/2025;P-EU;19975;1206.1;1256.2;242.449;-0.7737;0.0002;-136.948;-47.276;183.843
;;/NDXe1625B0000.U;16/05/2025;C-EU;20000;156.9;160.8;244.861;0.2257;0.0002;35.499;-66.554;183.804;31;;;;/NDXq1625B0000.U;16/05/2025;P-EU;20000;1224.3;1274.3;241.344;-0.7802;0.0002;-138.164;-46.217;184.112
;;/NDXe1625B0025.U;16/05/2025;C-EU;20025;151.3;155.1;243.209;0.2195;0.0002;34.534;-6.555;184.063;31;;;;/NDXq1625B0025.U;16/05/2025;P-EU;20025;1242;1297.7;239.593;-0.7939;0.0002;-140.479;-41.368;145.251
;;/NDXe1625B0050.U;16/05/2025;C-EU;20050;144.2;148.1;241.629;0.2132;0.0002;33.559;-64.112;144.861;31;;;;/NDXq1625B0050.U;16/05/2025;P-EU;20050;1260;1311.2;238.052;-0.7929;0.0002;-140.577;-42.969;145.183
;;/NDXe1625B0075.U;16/05/2025;C-EU;20075;137.9;141.7;24.019;0.2051;0.0002;3.23;-61.942;145.143;31;;;;/NDXq1625B0075.U;16/05/2025;P-EU;20075;1283.7;1338.6;236.651;-0.8007;0.0002;-141.989;-40.695;145.518
;;/NDXe1625B0100.U;16/05/2025;C-EU;20100;132;135.7;238.854;0.1993;0.0002;31.389;-60.455;14.539;31;;;;/NDXq1625B0100.U;16/05/2025;P-EU;20100;1297.5;1352.2;235.323;-0.8069;0.0002;-143.173;-39.129;145.783
;;/NDXe1625B0125.U;16/05/2025;C-EU;20125;127.2;130.9;237.695;0.194;0.0002;30.595;-58.943;145.671;31;;;;/NDXq1625B0125.U;16/05/2025;P-EU;20125;1317;1372.4;234.134;-0.8014;0.0002;-142.571;-42.605;14.551
;;/NDXe1625B0150.U;16/05/2025;C-EU;20150;120.8;124.4;23.664;0.1879;0.0002;29.641;-57.394;145.932;31;;;;/NDXq1625B0150.U;16/05/2025;P-EU;20150;1336.3;1391.6;233.151;-0.817;0.0002;-145.182;-37.022;146.204
;;/NDXe1625B0175.U;16/05/2025;C-EU;20175;116.3;119.7;235.757;0.182;0.0002;28.717;-55.954;146.183;31;;;;/NDXq1625B0175.U;16/05/2025;P-EU;20175;1355;1411.4;231.632;-0.8251;0.0002;-146.654;-34.779;146.558
;;/NDXe1625B0200.U;16/05/2025;C-EU;20200;111.1;114.4;234.978;0.1765;0.0002;27.856;-54.704;146.415;31;;;;/NDXq1625B0200.U;16/05/2025;P-EU;20200;1374.6;1431.1;231.396;-0.8312;0.0002;-14.782;-33.356;146.818
;;/NDXe1625B0225.U;16/05/2025;C-EU;20225;105.4;108.8;234.335;0.1703;0.0002;26.892;-53.202;146.678;31;;;;/NDXq1625B0225.U;16/05/2025;P-EU;20225;1399.3;1457.2;230.758;-0.837;0.0002;-148.954;-32.027;147.069
;;/NDXe1625B0250.U;16/05/2025;C-EU;20250;101.4;104.5;233.796;0.1636;0.0002;25.839;-51.803;146.899;31;;;;/NDXq1625B0250.U;16/05/2025;P-EU;20250;1414;1476.9;230.189;-0.8587;0.0002;-152.526;-25.099;107.273
;;/NDXe1625B0275.U;16/05/2025;C-EU;20275;96.7;99.9;233.392;0.1594;0.0002;25.196;-50.827;147.135;31;;;;/NDXq1625B0275.U;16/05/2025;P-EU;20275;1433.7;1497.1;229.722;-0.8482;0.0002;-151.137;-29.605;147.542
;;/NDXe1625B0300.U;16/05/2025;C-EU;20300;92.3;95.5;233.125;0.1538;0.0002;24.323;-49.592;147.371;31;;;;/NDXq1625B0300.U;16/05/2025;P-EU;20300;1453.9;1542.9;229.323;-0.8542;0.0002;-152.279;-28.291;147.795
;;/NDXe1625B0325.U;16/05/2025;C-EU;20325;88.1;91;232.888;0.1483;0.0002;23.466;-48.405;147.602;31;;;;/NDXq1625B0325.U;16/05/2025;P-EU;20325;1475.2;1533.6;227.687;-0.8596;0.0002;-153.342;-26.834;107.229
;;/NDXe1625B0350.U;16/05/2025;C-EU;20350;83.5;86.5;232.051;0.1433;0.0002;22.681;-47.391;147.811;31;;;;/NDXq1625B0350.U;16/05/2025;P-EU;20350;1495.3;1555.5;227.002;-0.8649;0.0002;-154.395;-25.174;107.463
;;/NDXe1625B0375.U;16/05/2025;C-EU;20375;79.6;82.6;230.671;0.1383;0.0002;2.19;-45.932;107.239;31;;;;/NDXq1625B0375.U;16/05/2025;P-EU;20375;1515.7;1576.3;225.676;-0.8702;0.0002;-155.438;-23.577;107.694
;;/NDXe1625B0400.U;16/05/2025;C-EU;20400;76.1;79.1;229.663;0.1335;0.0002;21.152;-44.493;107.444;31;;;;/NDXq1625B0400.U;16/05/2025;P-EU;20400;1537.2;1598.1;223.758;-0.8753;0.0002;-15.646;-22.064;107.919
;;/NDXe1625B0425.U;16/05/2025;C-EU;20425;72.7;75.4;228.521;0.1284;0.0002;20.352;-42.928;107.665;31;;;;/NDXq1625B0425.U;16/05/2025;P-EU;20425;1564;1625.4;223.448;-0.8803;0.0002;-157.459;-20.634;108.137
;;/NDXe1625B0450.U;16/05/2025;C-EU;20450;68.9;71.6;227.657;0.1238;0.0002;19.617;-41.572;107.866;31;;;;/NDXq1625B0450.U;16/05/2025;P-EU;20450;1579;1670.4;222.546;-0.8852;0.0002;-15.844;-19.267;108.349
;;/NDXe1625B0475.U;16/05/2025;C-EU;20475;65.7;68.4;226.979;0.1193;0.0002;18.924;-40.342;108.055;31;;;;/NDXq1625B0475.U;16/05/2025;P-EU;20475;1600.4;1669.2;221.783;-0.8905;0.0002;-159.489;-17.754;108.583
;;/NDXe1625B0500.U;16/05/2025;C-EU;20500;62.8;65.4;226.349;0.1149;0.0002;18.218;-39.091;108.247;31;;;;/NDXq1625B0500.U;16/05/2025;P-EU;20500;1627.6;1689.4;221.159;-0.9125;0.0001;-163.165;-10.352;73.145
;;/NDXe1625B0525.U;16/05/2025;C-EU;20525;59.8;62.3;225.674;0.1105;0.0002;17.532;-37.902;108.434;31;;;;/NDXq1625B0525.U;16/05/2025;P-EU;20525;1650;1713.1;220.583;-0.8996;0.0002;-161.354;-15.334;108.977
;;/NDXe1625B0550.U;16/05/2025;C-EU;20550;56.5;59.1;225.366;0.1064;0.0002;16.893;-3.684;108.605;31;;;;/NDXq1625B0550.U;16/05/2025;P-EU;20550;1665.6;1729.1;220.189;-0.9;0.0001;-161.644;-1.562;108.968
;;/NDXe1625B0575.U;16/05/2025;C-EU;20575;53.9;56.3;225.149;0.1023;0.0001;16.243;-35.756;108.781;31;;;;/NDXq1625B0575.U;16/05/2025;P-EU;20575;1687.6;1751.4;219.843;-0.9077;0.0001;-163.075;-1.327;109.324
;;/NDXe1625B0600.U;16/05/2025;C-EU;20600;51.5;54;225.024;0.0979;0.0001;15.535;-34.696;108.921;31;;;;/NDXq1625B0600.U;16/05/2025;P-EU;20600;1709.7;1776.4;219.633;-0.919;0.0001;-165.063;-0.9086;73.372
;;/NDXe1625B0625.U;16/05/2025;C-EU;20625;48.9;51.5;225.035;0.0943;0.0001;14.982;-33.693;109.119;31;;;;/NDXq1625B0625.U;16/05/2025;P-EU;20625;1732.3;1796.9;219.458;-0.9155;0.0001;-164.738;-10.932;73.169
;;/NDXe1625B0650.U;16/05/2025;C-EU;20650;46.4;48.9;225.046;0.0909;0.0001;14.443;-32.881;10.926;31;;;;/NDXq1625B0650.U;16/05/2025;P-EU;20650;1743.6;1821.9;217.985;-0.9194;0.0001;-165.565;-0.9603;73.343
;;/NDXe1625B0675.U;16/05/2025;C-EU;20675;44.3;46.6;225.045;0.0873;0.0001;13.879;-31.999;7.294;31;;;;/NDXq1625B0675.U;16/05/2025;P-EU;20675;1776.8;1842.1;216.651;-0.923;0.0001;-16.636;-0.8383;73.506
;;/NDXe1625B0700.U;16/05/2025;C-EU;20700;42.3;44.4;224.039;0.0836;0.0001;1.329;-30.806;73.068;31;;;;/NDXq1625B0700.U;16/05/2025;P-EU;20700;1800.2;1867.7;215.592;-0.9298;0.0001;-167.642;-0.5932;73.831
;;/NDXe1625B0725.U;16/05/2025;C-EU;20725;40.3;42.3;223.105;0.0809;0.0001;1.287;-29.844;73.216;31;;;;/NDXq1625B0725.U;16/05/2025;P-EU;20725;1823;1888.9;214.671;-0.9284;0.0001;-167.636;-0.6793;73.731
;;/NDXe1625B0750.U;16/05/2025;C-EU;20750;38.2;40.3;222.375;0.0775;0.0001;12.321;-28.658;73.369;31;;;;/NDXq1625B0750.U;16/05/2025;P-EU;20750;1844.9;1911.1;214.021;-0.9335;0.0001;-16.866;-0.5026;7.397
;;/NDXe1625B0775.U;16/05/2025;C-EU;20775;36.3;38.5;221.782;0.0744;0.0001;11.836;-27.662;73.501;31;;;;/NDXq1625B0775.U;16/05/2025;P-EU;20775;1868.2;1934.7;213.306;-0.9368;0.0001;-169.398;-0.3998;74.115
;;/NDXe1625B0800.U;16/05/2025;C-EU;20800;34.6;36.8;221.393;0.0715;0.0001;11.378;-26.749;73.625;31;;;;/NDXq1625B0800.U;16/05/2025;P-EU;20800;1879.9;1960.3;212.794;-0.9398;0.0001;-170.094;-0.3079;74.247
;;/NDXe1625B0825.U;16/05/2025;C-EU;20825;32.9;34.9;221.004;0.0687;0.0001;10.929;-25.864;73.746;31;;;;/NDXq1625B0825.U;16/05/2025;P-EU;20825;1914.3;1981.4;212.417;-0.9428;0.0001;-170.791;-0.2161;74.379
;;/NDXe1625B0850.U;16/05/2025;C-EU;20850;31.4;33.4;22.055;0.0659;0.0001;10.499;-25.033;73.861;31;;;;/NDXq1625B0850.U;16/05/2025;P-EU;20850;1891.2;2033;212.107;-0.9518;0;-172.421;0.1144;45.918
;;/NDXe1625B0875.U;16/05/2025;C-EU;20875;29.9;31.8;220.632;0.06;0;0.9516;-23.778;73.749;31;;;;/NDXq1625B0875.U;16/05/2025;P-EU;20875;1911.1;2052.9;211.932;-0.9621;0;-174.305;0.4847;46.215
;;/NDXe1625B0900.U;16/05/2025;C-EU;20900;28.4;30.4;22.038;0.0577;0;0.9149;-23.084;73.845;31;;;;/NDXq1625B0900.U;16/05/2025;P-EU;20900;1938;2079.8;211.823;-0.9606;0;-174.288;0.4111;46.114
;;/NDXe1625B0925.U;16/05/2025;C-EU;20925;27.1;29;220.595;0.0554;0;0.8783;-2.239;73.941;31;;;;/NDXq1625B0925.U;16/05/2025;P-EU;20925;1961.6;2099.4;211.848;-0.9657;0;-175.309;0.6044;46.369
;;/NDXe1625B0950.U;16/05/2025;C-EU;20950;25.8;27.7;220.677;0.0532;0;0.8438;-2.175;7.403;31;;;;/NDXq1625B0950.U;16/05/2025;P-EU;20950;1983.3;2127.4;210.849;-0.9664;0;-17.564;0.622;46.388
;;/NDXe1625B0975.U;16/05/2025;C-EU;20975;24.5;26.5;220.957;0.0512;0;0.8117;-21.166;74.112;31;;;;/NDXq1625B0975.U;16/05/2025;P-EU;20975;2008.8;2152.9;208.656;-0.971;0;-176.575;0.7872;46.615
;;/NDXe1625B1000.U;16/05/2025;C-EU;21000;23.5;25.5;221.237;0.0517;0;0.824;-20.868;74.452;31;;;;/NDXq1625B1000.U;16/05/2025;P-EU;21000;2026.9;2170.4;208.618;-0.9619;0;-17.533;0.4557;46.347
;;/NDXe1625B1025.U;16/05/2025;C-EU;21025;22.4;24.4;221.716;0.0474;0;0.7518;-19.831;45.562;31;;;;/NDXq1625B1025.U;16/05/2025;P-EU;21025;2055.8;2198.7;207.831;-0.9746;0;-177.589;0.9274;26.363
;;/NDXe1625B1050.U;16/05/2025;C-EU;21050;21.4;23.3;221.652;0.0455;0;0.7216;-19.091;45.643;31;;;;/NDXq1625B1050.U;16/05/2025;P-EU;21050;2074.4;2218.5;207.046;-0.9779;0;-178.327;10.664;26.536
;;/NDXe1625B1075.U;16/05/2025;C-EU;21075;20.4;22.3;221.169;0.0437;0;0.6936;-18.421;45.719;31;;;;/NDXq1625B1075.U;16/05/2025;P-EU;21075;2098.3;2242.4;206.477;-0.9689;0;-177.108;0.6683;46.424
;;/NDXe1625B1100.U;16/05/2025;C-EU;21100;19.5;21.4;220.688;0.0421;0;0.6689;-17.857;45.784;31;;;;/NDXq1625B1100.U;16/05/2025;P-EU;21100;2128;2272.1;206.124;-0.9797;0;-179.045;11.324;26.609
;;/NDXe1625B1125.U;16/05/2025;C-EU;21125;18.6;20.5;220.208;0.0405;0;0.6431;-17.257;45.852;31;;;;/NDXq1625B1125.U;16/05/2025;P-EU;21125;2152.2;2296.3;205.771;-0.9818;0;-179.589;12.139;26.713
;;/NDXe1625B1150.U;16/05/2025;C-EU;21150;17.7;19.7;220.159;0.0391;0;0.6208;-16.763;4.591;31;;;;/NDXq1625B1150.U;16/05/2025;P-EU;21150;2181;2320.8;20.542;-0.9777;0;-179.162;1.035;26.471
;;/NDXe1625B1175.U;16/05/2025;C-EU;21175;17;18.9;220.003;0.0376;0;0.5973;-16.234;45.972;31;;;;/NDXq1625B1175.U;16/05/2025;P-EU;21175;2194.5;2338.6;205.282;-0.9795;0;-179.658;11.078;26.556
;;/NDXe1625B1200.U;16/05/2025;C-EU;21200;16.2;18.1;220.061;0.0362;0;0.575;-15.739;4.603;31;;;;/NDXq1625B1200.U;16/05/2025;P-EU;21200;2218.6;2362;20.525;-0.9864;0;-180.967;13.916;13.885
;;/NDXe1625B1225.U;16/05/2025;C-EU;21225;15.5;17.4;22.012;0.0347;0;0.5516;-1.521;46.091;31;;;;/NDXq1625B1225.U;16/05/2025;P-EU;21225;2242.8;2386.9;205.323;-0.9796;0;-180.109;11.031;26.538
;;/NDXe1625B1250.U;16/05/2025;C-EU;21250;14.8;16.8;220.284;0.0335;0;0.5319;-14.786;46.141;31;;;;/NDXq1625B1250.U;16/05/2025;P-EU;21250;2269.4;2411.1;204.101;-0.9978;0;-183.237;1.882;0.3079
;;/NDXe1625B1275.U;16/05/2025;C-EU;21275;14.3;16.2;220.556;0.0322;0;0.5122;-14.362;46.191;31;;;;/NDXq1625B1275.U;16/05/2025;P-EU;21275;2293.7;2435.4;203.067;-0.9928;0;-182.637;16.676;14.246
;;/NDXe1625B1300.U;16/05/2025;C-EU;21300;13.6;15.5;220.826;0.0312;0;0.495;-14.008;46.233;31;;;;/NDXq1625B1300.U;16/05/2025;P-EU;21300;2321.3;2463.1;202.037;-0.989;0;-18.225;15.072;14.006
;;/NDXe1625B1325.U;16/05/2025;C-EU;21325;13;15;221.202;0.03;0;0.4768;-13.619;46.279;31;;;;/NDXq1625B1325.U;16/05/2025;P-EU;21325;2339.9;2484;20.101;-0.9988;0;-184.043;19.309;0.0453
;;/NDXe1625B1350.U;16/05/2025;C-EU;21350;12.6;14.4;221.684;0.029;0;0.4611;-13.301;46.318;31;;;;/NDXq1625B1350.U;16/05/2025;P-EU;21350;2370;2511.8;200.359;-0.9865;0;-182.294;1.388;1.385
;;/NDXe1625B1375.U;16/05/2025;C-EU;21375;12.1;13.9;222.271;0.0277;0;0.4409;-12.838;46.379;31;;;;/NDXq1625B1375.U;16/05/2025;P-EU;21375;2387;2532.2;199.711;-0.9877;0;-182.701;14.456;13.911
;;/NDXe1625B1400.U;16/05/2025;C-EU;21400;11.6;13.4;222.856;0.0268;0;0.4267;-12.554;46.413;31;;;;/NDXq1625B1400.U;16/05/2025;P-EU;21400;2418.4;2561.2;199.434;-0.969;0;-179.907;0.6117;46.662
;;/NDXe1625B1425.U;16/05/2025;C-EU;21425;11.1;12.9;22.344;0.0259;0;0.4125;-12.221;26.135;31;;;;/NDXq1625B1425.U;16/05/2025;P-EU;21425;2443.2;2587.3;198.974;-0.9772;0;-181.433;0.9896;26.578
;;/NDXe1625B1450.U;16/05/2025;C-EU;21450;10.7;12.5;224.129;0.025;0;0.3983;-11.837;26.173;31;;;;/NDXq1625B1450.U;16/05/2025;P-EU;21450;2467.7;2611.8;197.044;-0.9745;0;-181.223;0.8504;26.432
;;/NDXe1625B1475.U;16/05/2025;C-EU;21475;10.3;12;224.784;0.0242;0;0.3854;-11.498;26.206;31;;;;/NDXq1625B1475.U;16/05/2025;P-EU;21475;2492.2;2634;19.861;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B1500.U;16/05/2025;C-EU;21500;9.9;11.6;224.476;0.0234;0;0.3725;-11.158;2.624;31;;;;/NDXq1625B1500.U;16/05/2025;P-EU;21500;2516.2;2659.1;198.705;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B1525.U;16/05/2025;C-EU;21525;9.5;11.2;224.543;0.0214;0;0.341;-10.201;26.329;31;;;;/NDXq1625B1525.U;16/05/2025;P-EU;21525;2541.2;2679;197.293;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B1550.U;16/05/2025;C-EU;21550;9.2;10.9;224.611;0.022;0;0.3494;-10.567;26.299;31;;;;/NDXq1625B1550.U;16/05/2025;P-EU;21550;2564.3;2708.4;195.868;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B1575.U;16/05/2025;C-EU;21575;8.8;10.5;224.679;0.0212;0;0.3379;-10.272;26.329;31;;;;/NDXq1625B1575.U;16/05/2025;P-EU;21575;2584.6;2728;191.278;-0.9832;0;-183.687;12.406;26.836
;;/NDXe1625B1600.U;16/05/2025;C-EU;21600;8.5;10.2;224.746;0.0206;0;0.3277;-10.021;26.354;31;;;;/NDXq1625B1600.U;16/05/2025;P-EU;21600;2614.9;2759;193.742;-0.991;0;-185.158;15.928;1.403
;;/NDXe1625B1625.U;16/05/2025;C-EU;21625;8.2;9.9;22.5;0.0187;0;0.2973;-0.9107;2.644;31;;;;/NDXq1625B1625.U;16/05/2025;P-EU;21625;2639.5;2777.2;192.686;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B1650.U;16/05/2025;C-EU;21650;7.9;9.6;225.253;0.0194;0;0.3089;-0.9562;26.401;31;;;;/NDXq1625B1650.U;16/05/2025;P-EU;21650;2664.1;2808.2;191.635;-0.9925;0;-185.834;16.642;14.101
;;/NDXe1625B1675.U;16/05/2025;C-EU;21675;7.6;9.3;225.692;0.0188;0;0.2989;-0.9311;26.426;31;;;;/NDXq1625B1675.U;16/05/2025;P-EU;21675;2687.3;2831.4;190.937;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B1700.U;16/05/2025;C-EU;21700;7.3;9;22.613;0.0182;0;0.2903;-0.9104;26.447;31;;;;/NDXq1625B1700.U;16/05/2025;P-EU;21700;2707.6;2851;190.243;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B1725.U;16/05/2025;C-EU;21725;7.1;8.8;226.567;0.0163;0;0.2597;-0.819;26.533;31;;;;/NDXq1625B1725.U;16/05/2025;P-EU;21725;2730.6;2875.7;190.201;-0.9839;0;-185.093;12.532;26.822
;;/NDXe1625B1750.U;16/05/2025;C-EU;21750;6.8;8.5;227.003;0.0172;0;0.2732;-0.869;26.489;31;;;;/NDXq1625B1750.U;16/05/2025;P-EU;21750;2762.7;2906.8;180.461;-0.9952;0;-187.128;18.042;0.6755
;;/NDXe1625B1775.U;16/05/2025;C-EU;21775;6.6;8.3;227.624;0.0168;0;0.2674;-0.8571;26.502;31;;;;/NDXq1625B1775.U;16/05/2025;P-EU;21775;2785.9;2930;185.368;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B1800.U;16/05/2025;C-EU;21800;6.4;8.1;228.243;0.0162;0;0.2576;-0.8319;26.527;31;;;;/NDXq1625B1800.U;16/05/2025;P-EU;21800;2812;2956.1;182.249;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B1825.U;16/05/2025;C-EU;21825;6.2;7.9;228.862;0.0158;0;0.2506;-0.8157;26.543;31;;;;/NDXq1625B1825.U;16/05/2025;P-EU;21825;2836.7;2980.8;180.601;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B1850.U;16/05/2025;C-EU;21850;6;7.7;229.664;0.0153;0;0.2437;-0.7994;2.656;31;;;;/NDXq1625B1850.U;16/05/2025;P-EU;21850;2859.9;3004;178.963;-0.9976;0;-188.381;19.331;0.2987
;;/NDXe1625B1875.U;16/05/2025;C-EU;21875;5.9;7.5;230.279;0.015;0;0.2381;-0.7875;26.573;31;;;;/NDXq1625B1875.U;16/05/2025;P-EU;21875;2886.1;3030.2;154.737;-0.9913;0;-187.572;16.184;14.118
;;/NDXe1625B1900.U;16/05/2025;C-EU;21900;5.7;7.3;231.079;0.0146;0;0.2327;-0.7756;26.585;31;;;;/NDXq1625B1900.U;16/05/2025;P-EU;21900;2905.2;3048.6;172.386;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B1925.U;16/05/2025;C-EU;21925;5.5;7.2;231.877;0.0143;0;0.2272;-0.7637;26.598;31;;;;/NDXq1625B1925.U;16/05/2025;P-EU;21925;2934.1;3078.2;166.907;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B1950.U;16/05/2025;C-EU;21950;5.4;7;232.673;0.0139;0;0.2205;-0.7474;26.614;31;;;;/NDXq1625B1950.U;16/05/2025;P-EU;21950;2955.7;3098.1;161.596;NULL;NULL;NULL;NULL;NULL
